"","index","date","week","weekday","area","count","rabate","price","operator","driver","delivery_min","temperature","wine_ordered","wine_delivered","wrongpizza","quality"
"653",653,2014-03-17,12,1,"Camden",3,FALSE,36.97,"Rhonda","Taylor",34.8,48.8,0,0,FALSE,"medium"
"654",654,2014-03-17,12,1,"Camden",5,TRUE,66.555,"Allanah","Taylor",32.5,57.9,0,0,FALSE,"high"
"655",655,2014-03-18,12,2,"Brent",3,TRUE,35.976,"Maria","Hunter",19,57.7,0,0,FALSE,"high"
"656",656,2014-03-18,12,2,"Camden",3,TRUE,46.728,"Allanah","Taylor",19.4,55,1,1,FALSE,NA
"657",657,2014-03-18,12,2,"Brent",2,TRUE,22.384,"Maria","Hunter",9.5,58.5,0,0,FALSE,"high"
"658",658,2014-03-18,12,2,"Brent",5,TRUE,46.764,"Maria","Carter",11.1,59,0,0,FALSE,NA
"659",659,2014-03-18,12,2,"Camden",NA,NA,NA,"Maria","Taylor",33.4,49.8,NA,NA,FALSE,"high"
"660",660,2014-03-18,12,2,"Brent",5,TRUE,51.084,"Maria","Carter",21.4,60.7,0,0,TRUE,"high"
"661",661,2014-03-18,12,2,"Brent",5,TRUE,49.644,"Maria","Taylor",21.8,53.3,0,0,FALSE,NA
"662",662,2014-03-18,12,2,"Camden",3,TRUE,33.576,"Allanah","Taylor",15.2,60.6,0,0,FALSE,"high"
"663",663,2014-03-18,12,2,"Brent",6,TRUE,59.7168,"Maria","Carter",24,56.9,0,0,FALSE,NA
"664",664,2014-03-18,12,2,"Brent",4,TRUE,59.3496,"Allanah","Hunter",11,42.4,1,1,FALSE,"medium"
"665",665,2014-03-18,12,2,"Brent",4,TRUE,40.2912,"Maria","Hunter",10.1,61.8,0,0,FALSE,"high"
"666",666,2014-03-18,12,2,"Camden",1,TRUE,10.392,"Allanah","Carter",25.9,55,0,0,FALSE,"high"
"667",667,2014-03-18,12,2,"Camden",5,TRUE,52.524,"Maria","Taylor",25.7,58.6,0,0,TRUE,"high"
"668",668,2014-03-18,12,2,"Brent",4,TRUE,39.5712,"Allanah","Hunter",15.1,59.3,0,0,FALSE,"high"
"669",669,2014-03-18,12,2,"Camden",4,TRUE,39.5712,"Allanah","Carter",37.1,34.3,0,0,FALSE,NA
"670",670,2014-03-18,12,2,"Brent",2,TRUE,20.784,"Maria","Carter",21.2,57.7,0,0,FALSE,"high"
"671",671,2014-03-18,12,2,"Brent",3,TRUE,30.376,"Allanah","Hunter",19.8,42.2,0,0,FALSE,"medium"
"672",672,2014-03-18,12,2,"Camden",7,TRUE,66.9096,"Allanah","Taylor",23.9,59.8,0,0,FALSE,"high"
"673",673,2014-03-18,12,2,"Brent",2,TRUE,21.584,"Allanah","Taylor",19.1,55.7,0,0,FALSE,"high"
"674",674,2014-03-18,12,2,"Brent",3,TRUE,31.176,"Allanah","Hunter",18.1,59.5,0,0,FALSE,"high"
"675",675,2014-03-18,12,2,"Brent",4,TRUE,38.1312,"Maria","Carter",10,59.5,0,0,FALSE,"high"
"676",676,2014-03-18,12,2,"Camden",2,TRUE,19.984,"Maria","Taylor",31.9,47.8,0,0,FALSE,"high"
"677",677,2014-03-18,12,2,"Camden",2,TRUE,20.784,"Maria","Carter",26,51.1,0,0,FALSE,"high"
"678",678,2014-03-18,12,2,"Brent",3,TRUE,36.776,"Allanah","Hunter",11.1,45.1,0,0,FALSE,"medium"
"679",679,2014-03-18,12,2,"Camden",2,TRUE,24.784,"Allanah","Carter",26.9,56.4,0,0,FALSE,"high"
"680",680,2014-03-18,12,2,"Camden",4,TRUE,37.4112,"Allanah","Taylor",19.1,62.5,0,0,FALSE,"high"
"681",681,2014-03-18,12,2,"Camden",2,TRUE,18.384,"Maria","Taylor",39.5,46,0,0,FALSE,"high"
"682",682,2014-03-18,12,2,"Brent",3,TRUE,31.176,"Maria","Carter",19.5,60.6,0,0,FALSE,"high"
"683",683,2014-03-18,12,2,"Brent",3,TRUE,35.976,"Allanah","Taylor",19.4,57,0,0,FALSE,"high"
"684",684,2014-03-18,12,2,"Camden",1,TRUE,40.568,"Maria","Carter",26.1,53.2,1,0,FALSE,NA
"685",685,2014-03-18,12,2,"Brent",3,TRUE,32.776,"Maria","Hunter",20.1,57.8,0,0,FALSE,"high"
"686",686,2014-03-18,12,2,"Brent",3,TRUE,31.176,"Maria","Carter",42.1,NA,0,0,TRUE,"medium"
"687",687,2014-03-19,12,3,"Camden",3,FALSE,46.97,"Maria","Taylor",26.1,56.8,0,0,FALSE,"high"
"688",688,2014-03-19,12,3,"Brent",1,FALSE,16.99,"Allanah","Carter",15.6,41.4,0,0,FALSE,"medium"
"689",689,2014-03-19,12,3,"Camden",3,FALSE,42.97,"Allanah","Carter",22.4,38.9,0,0,FALSE,"medium"
"690",690,2014-03-19,12,3,"Brent",2,FALSE,28.98,"Maria","Hunter",36.7,43.7,0,0,TRUE,"medium"
"691",691,2014-03-19,12,3,"Westminster",2,FALSE,69.6,"Maria","Carter",19.6,61.2,1,1,FALSE,"high"
"692",692,2014-03-19,12,3,NA,5,TRUE,66.555,"Maria","Carter",19.6,57.8,0,0,FALSE,"high"
"693",693,2014-03-19,12,3,"Camden",2,FALSE,72.35,"Allanah","Taylor",16,60.4,1,1,FALSE,NA
"694",694,2014-03-19,12,3,"Camden",3,FALSE,46.97,"Allanah","Carter",24,38.1,0,0,FALSE,"medium"
"695",695,2014-03-19,12,3,"Camden",5,TRUE,53.055,"Allanah","Carter",30.1,37,0,0,FALSE,"medium"
"696",696,2014-03-19,12,3,"Brent",1,FALSE,13.99,"Allanah","Carter",10.9,47.6,0,0,FALSE,"high"
"697",697,2014-03-19,12,3,"Brent",5,TRUE,66.555,"Allanah","Hunter",16.7,54.8,0,0,FALSE,"high"
"698",698,2014-03-19,12,3,"Brent",2,FALSE,26.98,"Allanah","Hunter",22.8,55.1,0,0,FALSE,"high"
"699",699,2014-03-19,12,3,"Brent",7,TRUE,123.39,"Maria","Carter",24.7,55,1,1,FALSE,"high"
"700",700,2014-03-19,12,3,"Brent",4,TRUE,50.364,"Allanah","Hunter",12.2,60.7,0,0,FALSE,"high"
"701",701,2014-03-19,12,3,"Westminster",3,FALSE,46.97,"Allanah","Taylor",37.6,47.5,0,0,FALSE,"high"
"702",702,2014-03-19,12,3,"Westminster",5,TRUE,57.555,"Allanah","Hunter",24.8,58.7,0,0,FALSE,"high"
"703",703,2014-03-19,12,3,"Camden",1,FALSE,58.37,"Maria","Taylor",32.3,NA,1,0,FALSE,"high"
"704",704,2014-03-19,12,3,"Westminster",5,TRUE,59.355,"Maria","Hunter",24.2,58.1,0,0,FALSE,NA
"705",705,2014-03-19,12,3,"Westminster",6,TRUE,67.446,"Maria","Hunter",24.3,54.4,0,0,FALSE,"high"
"706",706,2014-03-19,12,3,"Brent",3,FALSE,33.97,"Maria","Hunter",13.6,61.1,0,0,FALSE,"high"
"707",707,2014-03-19,12,3,"Camden",6,TRUE,74.646,"Maria","Taylor",32.8,56.3,0,0,FALSE,NA
"708",708,2014-03-19,12,3,"Camden",4,TRUE,48.564,"Maria","Taylor",25.6,57.9,0,0,FALSE,"high"
"709",709,2014-03-19,12,3,"Westminster",6,TRUE,68.346,"Allanah","Hunter",13.3,42.7,0,0,FALSE,NA
"710",710,2014-03-19,12,3,"Camden",1,FALSE,16.99,"Maria","Hunter",34.7,47.3,0,0,FALSE,"high"
"711",711,2014-03-19,12,3,"Brent",1,FALSE,13.99,"Allanah","Carter",15.2,58.7,0,0,FALSE,"high"
"712",712,2014-03-19,12,3,"Brent",3,FALSE,36.97,"Maria","Hunter",21.9,53.8,0,0,FALSE,NA
"713",713,2014-03-19,12,3,"Brent",3,FALSE,42.97,"Allanah","Hunter",12.8,57.5,0,0,FALSE,"high"
"714",714,2014-03-19,12,3,"Camden",1,FALSE,11.99,"Allanah","Carter",35.2,44.2,0,0,FALSE,"medium"
"715",715,2014-03-19,12,3,"Westminster",5,TRUE,91.503,"Maria","Hunter",29,57.5,1,1,FALSE,"high"
"716",716,2014-03-19,12,3,"Brent",5,TRUE,59.355,"Maria","Carter",24.6,57.2,0,0,FALSE,"high"
"717",717,2014-03-19,12,3,"Brent",1,FALSE,16.99,"Maria","Carter",22.3,54.2,0,0,FALSE,"high"
"718",718,2014-03-20,12,4,"Brent",4,TRUE,57.564,"Maria","Carter",25.7,54.8,0,0,TRUE,"high"
"719",719,2014-03-20,12,4,"Brent",6,TRUE,72.846,"Maria","Carter",24.4,57.5,0,0,FALSE,"high"
"720",720,2014-03-20,12,4,"Brent",3,FALSE,48.97,"Allanah","Carter",27.3,31.8,0,0,FALSE,"low"
"721",721,2014-03-20,12,4,"Brent",3,FALSE,36.97,"Allanah","Carpenter",24.9,30.7,0,0,FALSE,"low"
"722",722,2014-03-20,12,4,"Westminster",1,FALSE,16.99,"Allanah","Carpenter",37.1,26.5,0,0,FALSE,"low"
"723",723,NA,NA,NA,"Brent",4,TRUE,52.164,"Maria","Carter",24.1,53.6,0,0,FALSE,NA
"724",724,2014-03-20,12,4,"Brent",2,FALSE,30.98,"Maria","Carter",31.5,46.6,0,0,FALSE,"high"
"725",725,2014-03-20,12,4,"Westminster",7,TRUE,89.937,"Allanah","Carpenter",28.3,54.5,0,0,FALSE,NA
"726",726,2014-03-20,12,4,"Brent",2,FALSE,28.98,"Allanah","Carter",16.4,53.5,0,0,FALSE,"high"
"727",727,2014-03-20,12,4,"Westminster",3,FALSE,47.97,"Allanah","Carpenter",37.7,42.3,0,0,FALSE,"medium"
"728",728,2014-03-20,12,4,"Brent",2,FALSE,25.98,"Maria","Carter",19.8,57.9,0,0,FALSE,"high"
"729",729,2014-03-20,12,4,"Westminster",2,FALSE,33.98,"Allanah","Carpenter",31.8,NA,0,0,FALSE,"high"
"730",730,2014-03-20,12,4,"Brent",3,FALSE,47.97,"Maria","Carter",21.4,52.5,0,0,FALSE,"high"
"731",731,2014-03-20,12,4,"Westminster",4,TRUE,70.245,"Allanah","Miller",27.8,50.1,1,1,FALSE,"high"
"732",732,2014-03-20,12,4,"Brent",2,FALSE,23.98,"Maria","Carter",34.1,NA,0,0,TRUE,"high"
"733",733,2014-03-20,12,4,"Camden",7,TRUE,88.137,"Allanah","Carpenter",43.4,44.8,0,0,FALSE,NA
"734",734,2014-03-20,12,4,"Westminster",2,FALSE,29.98,"Maria","Carpenter",27.4,52.6,0,0,FALSE,NA
"735",735,2014-03-20,12,4,"Brent",2,FALSE,32.98,"Maria","Carter",11.1,59.4,0,0,FALSE,"high"
"736",736,2014-03-20,12,4,"Camden",2,FALSE,23.98,"Allanah","Miller",13.4,53.8,0,0,FALSE,"high"
"737",737,2014-03-20,12,4,"Brent",4,TRUE,47.664,"Maria","Carter",11.7,57.9,0,0,FALSE,"high"
"738",738,2014-03-20,12,4,"Camden",4,TRUE,46.764,"Maria","Carpenter",47.4,37.8,0,0,FALSE,"high"
"739",739,2014-03-20,12,4,"Westminster",NA,NA,NA,"Maria","Carpenter",15.3,57.2,NA,NA,FALSE,NA
"740",740,2014-03-20,12,4,"Brent",3,FALSE,35.97,"Allanah","Carpenter",20.3,35.5,0,0,FALSE,"medium"
"741",741,2014-03-20,12,4,"Westminster",1,FALSE,16.99,"Maria","Carpenter",23.2,51.1,0,0,FALSE,"high"
"742",742,2014-03-20,12,4,"Brent",4,TRUE,45.864,"Allanah","Miller",14.3,53.7,0,0,FALSE,"high"
"743",743,2014-03-20,12,4,"Westminster",8,TRUE,87.228,"Allanah","Carpenter",43.7,29.1,0,0,FALSE,"low"
"744",744,2014-03-20,12,4,"Westminster",4,TRUE,49.464,"Maria","Carpenter",29.8,54.4,0,0,FALSE,NA
"745",745,2014-03-20,12,4,"Brent",4,TRUE,52.164,"Allanah","Carter",34.4,NA,0,0,FALSE,"low"
"746",746,2014-03-20,12,4,"Camden",2,FALSE,25.98,"Allanah","Miller",13.9,57.4,0,0,FALSE,"high"
"747",747,2014-03-20,12,4,"Westminster",6,TRUE,71.046,"Maria","Miller",35,47.3,0,0,TRUE,NA
"748",748,2014-03-20,12,4,"Camden",5,TRUE,64.755,"Allanah","Carter",11.2,39.8,0,0,FALSE,"medium"
"749",749,2014-03-20,12,4,"Camden",3,FALSE,63.18,"Maria","Miller",19.9,56.9,1,1,FALSE,"high"
"750",750,2014-03-20,12,4,"Westminster",5,TRUE,87.093,"Allanah","Carpenter",45.7,44.3,1,1,FALSE,"medium"
"751",751,2014-03-20,12,4,"Camden",6,TRUE,101.394,"Maria","Miller",20.2,57.5,1,1,TRUE,"high"
"752",752,2014-03-20,12,4,"Westminster",2,FALSE,25.98,"Allanah","Carpenter",41.3,36.6,0,0,FALSE,"medium"
"753",753,2014-03-20,12,4,"Westminster",5,TRUE,95.796,"Maria","Carpenter",11.3,61,1,0,FALSE,NA
"754",754,NA,NA,NA,"Camden",5,TRUE,58.455,"Allanah","Miller",35.3,NA,0,0,FALSE,"high"
"755",755,2014-03-20,12,4,"Westminster",7,TRUE,85.437,NA,"Miller",22.9,39.5,0,0,FALSE,"medium"
"756",756,2014-03-21,12,5,"Westminster",6,TRUE,74.646,"Maria","Miller",25.7,47.5,0,0,FALSE,"high"
"757",757,2014-03-21,12,5,"Brent",6,TRUE,71.946,"Maria","Carpenter",14.1,52.4,0,0,FALSE,"high"
"758",758,2014-03-21,12,5,"Brent",6,TRUE,75.546,"Rhonda","Carter",26.6,49.8,0,0,FALSE,NA
"759",759,2014-03-21,12,5,"Westminster",4,TRUE,45.864,"Rhonda","Miller",23,49.6,0,0,FALSE,"medium"
"760",760,2014-03-21,12,5,"Westminster",3,FALSE,42.97,"Maria","Miller",24.1,49.6,0,0,FALSE,"high"
"761",761,2014-03-21,12,5,"Brent",8,TRUE,96.228,"Rhonda","Carter",28,49.2,0,0,FALSE,"medium"
"762",762,2014-03-21,12,5,"Westminster",5,TRUE,63.855,"Maria","Carpenter",35.5,46,0,0,FALSE,"high"
"763",763,2014-03-21,12,5,"Westminster",2,FALSE,24.98,"Rhonda","Miller",27.8,49,0,0,FALSE,"medium"
"764",764,2014-03-21,12,5,"Brent",5,TRUE,59.355,"Rhonda","Carter",29.3,49.5,0,0,FALSE,"medium"
"765",765,2014-03-21,12,5,"Westminster",4,TRUE,51.264,"Rhonda","Miller",15.8,54,0,0,FALSE,"medium"
"766",766,2014-03-21,12,5,"Westminster",6,TRUE,113.778,"Maria","Carpenter",16.7,50,1,1,FALSE,"high"
"767",767,2014-03-21,12,5,"Brent",5,TRUE,67.455,"Rhonda","Carter",27.4,52,0,0,FALSE,"medium"
"768",768,2014-03-21,12,5,"Brent",1,FALSE,10.99,"Rhonda","Carter",22.5,52.1,0,0,FALSE,"medium"
"769",769,2014-03-21,12,5,"Brent",3,FALSE,40.97,"Rhonda","Carpenter",36.5,41.7,0,0,FALSE,"low"
"770",770,2014-03-21,12,5,"Brent",2,FALSE,26.98,"Rhonda","Carter",25.2,47.6,0,0,FALSE,"medium"
"771",771,2014-03-21,12,5,"Westminster",2,FALSE,71.58,"Maria","Carpenter",30.3,44.5,1,0,FALSE,"high"
"772",772,2014-03-21,12,5,"Westminster",4,TRUE,41.364,"Rhonda","Carpenter",38.2,38.1,0,0,NA,"low"
"773",773,2014-03-21,12,5,"Westminster",6,TRUE,80.046,"Rhonda","Carpenter",27.7,49.6,0,0,FALSE,"medium"
"774",774,2014-03-21,12,5,"Westminster",7,TRUE,78.237,"Rhonda","Miller",41.9,38.6,0,0,FALSE,"low"
"775",775,2014-03-21,12,5,"Camden",4,TRUE,83.835,"Maria","Miller",13.1,53.6,1,0,FALSE,"high"
"776",776,2014-03-21,12,5,"Camden",5,TRUE,66.555,"Rhonda","Carter",23.2,51,0,0,FALSE,"medium"
"777",777,2014-03-21,12,5,"Camden",4,TRUE,52.164,"Maria","Miller",29.4,50.6,0,0,FALSE,NA
"778",778,2014-03-21,12,5,"Westminster",5,TRUE,62.055,"Rhonda","Carpenter",40.6,43.9,0,0,FALSE,"medium"
"779",779,2014-03-21,12,5,"Brent",2,FALSE,27.98,"Maria","Carter",10.4,50.8,0,0,FALSE,"high"
"780",780,2014-03-21,12,5,"Camden",2,FALSE,25.98,"Maria","Carter",15,51.8,0,0,TRUE,"high"
"781",781,2014-03-21,12,5,"Westminster",1,FALSE,15.99,"Rhonda","Miller",31.6,38.6,0,0,FALSE,"low"
"782",782,2014-03-21,12,5,"Westminster",6,TRUE,79.146,"Rhonda","Miller",25,51.4,0,0,FALSE,"medium"
"783",783,2014-03-21,12,5,"Westminster",3,FALSE,39.97,"Maria","Carpenter",29.8,45.9,0,0,TRUE,NA
"784",784,2014-03-21,12,5,"Brent",3,FALSE,42.97,"Rhonda","Carter",9,53.1,0,0,FALSE,"medium"
"785",785,2014-03-21,12,5,"Westminster",2,FALSE,29.98,"Maria","Carpenter",50.7,25.4,0,0,FALSE,"medium"
"786",786,2014-03-21,12,5,"Brent",2,FALSE,26.98,"Rhonda","Carter",29.2,49.5,0,0,FALSE,"medium"
"787",787,2014-03-21,12,5,"Brent",6,TRUE,83.646,"Rhonda","Carter",16.4,51.7,0,0,FALSE,"medium"
"788",788,2014-03-21,12,5,"Brent",4,TRUE,57.564,"Rhonda","Miller",17.6,49.5,0,0,FALSE,"medium"
"789",789,2014-03-21,12,5,"Westminster",3,FALSE,40.97,"Rhonda","Miller",34.7,41.1,0,0,FALSE,"low"
"790",790,2014-03-21,12,5,"Westminster",4,TRUE,53.064,"Rhonda","Miller",22.2,54.1,0,0,FALSE,"medium"
"791",791,2014-03-21,12,5,"Camden",6,TRUE,71.046,"Rhonda","Miller",24.9,50.9,0,0,FALSE,NA
"792",792,2014-03-21,12,5,"Westminster",5,TRUE,60.255,"Maria","Carter",44.9,35.9,0,0,FALSE,"high"
"793",793,2014-03-21,12,5,"Westminster",5,TRUE,57.555,"Maria","Carpenter",34.9,40.1,0,0,FALSE,"high"
"794",794,2014-03-21,12,5,"Brent",6,TRUE,70.146,"Maria","Carter",21,49.2,0,0,TRUE,"high"
"795",795,2014-03-21,12,5,"Westminster",3,FALSE,47.97,"Rhonda","Miller",20.5,50.9,0,0,FALSE,"medium"
"796",796,2014-03-21,12,5,"Brent",2,FALSE,29.98,"Maria","Carpenter",21.8,44.8,0,0,TRUE,"medium"
"797",797,2014-03-21,12,5,"Camden",3,FALSE,40.97,"Maria","Carter",27.5,46.6,0,0,FALSE,NA
"798",798,2014-03-21,12,5,"Brent",5,TRUE,59.355,"Rhonda","Carter",31.3,48.7,0,0,FALSE,"medium"
"799",799,2014-03-22,12,6,"Westminster",4,TRUE,53.964,"Rhonda","Carpenter",39.8,48.6,0,0,FALSE,"medium"
"800",800,2014-03-22,12,6,"Camden",2,FALSE,59.2,"Maria","Farmer",26.5,50.3,1,0,TRUE,"high"
"801",801,2014-03-22,12,6,"Camden",5,TRUE,62.955,"Maria","Taylor",25.8,48.6,0,0,FALSE,NA
"802",802,2014-03-22,12,6,"Westminster",1,FALSE,13.99,"Maria","Carpenter",30.6,45.4,0,0,FALSE,"high"
"803",803,2014-03-22,12,6,"Westminster",4,TRUE,55.764,"Rhonda","Carpenter",35,NA,0,0,FALSE,"low"
"804",804,2014-03-22,12,6,"Westminster",2,FALSE,25.98,"Rhonda","Carpenter",33.2,NA,0,0,FALSE,"medium"
"805",805,2014-03-22,12,6,"Brent",3,FALSE,44.97,"Maria","Taylor",38.3,46.4,0,0,FALSE,"high"
"806",806,2014-03-22,12,6,"Camden",3,FALSE,38.97,"Rhonda","Taylor",24.5,48.5,0,0,FALSE,NA
"807",807,2014-03-22,12,6,"Brent",4,TRUE,52.164,"Maria","Farmer",16.3,53.9,0,0,FALSE,"high"
"808",808,2014-03-22,12,6,"Brent",4,TRUE,48.564,"Rhonda","Butcher",22.8,51.3,0,0,FALSE,"medium"
"809",809,2014-03-22,12,6,"Brent",6,TRUE,79.146,"Maria","Butcher",26.8,50.7,0,0,FALSE,NA
"810",810,2014-03-22,12,6,"Camden",4,TRUE,83.412,"Maria","Taylor",26.2,49.1,1,0,FALSE,"high"
"811",811,2014-03-22,12,6,"Camden",1,FALSE,10.99,"Maria","Taylor",47,25.5,0,0,FALSE,"medium"
"812",812,NA,NA,NA,"Camden",2,FALSE,24.98,"Rhonda","Taylor",35.9,42.7,0,0,FALSE,"low"
"813",813,2014-03-22,12,6,"Westminster",4,TRUE,53.064,"Maria","Carpenter",25.4,51.3,0,0,FALSE,NA
"814",814,2014-03-22,12,6,"Brent",3,FALSE,37.97,"Maria","Butcher",22.1,48.9,0,0,FALSE,"high"
"815",815,2014-03-22,12,6,"Brent",2,FALSE,30.98,"Maria","Taylor",28.3,46.8,0,0,FALSE,"high"
"816",816,2014-03-22,12,6,"Westminster",6,TRUE,67.446,"Maria","Carpenter",48.4,35.8,0,0,TRUE,"medium"
"817",817,2014-03-22,12,6,"Camden",3,FALSE,39.97,"Rhonda","Carpenter",27.1,49.7,0,0,FALSE,"medium"
"818",818,2014-03-22,12,6,"Camden",3,FALSE,64.01,"Rhonda","Farmer",9.9,54,1,1,FALSE,"medium"
"819",819,2014-03-22,12,6,"Westminster",3,FALSE,38.97,"Rhonda","Carpenter",52.1,NA,0,0,FALSE,"low"
"820",820,2014-03-22,12,6,"Camden",5,TRUE,66.555,"Maria","Taylor",55.2,29.2,0,0,FALSE,"medium"
"821",821,2014-03-22,12,6,"Westminster",5,TRUE,96.282,"Maria","Taylor",34.3,46.6,1,0,TRUE,"medium"
"822",822,2014-03-22,12,6,"Brent",3,FALSE,40.97,"Rhonda","Butcher",33.2,43.1,0,0,FALSE,"low"
"823",823,2014-03-22,12,6,"Camden",4,TRUE,71.91,"Maria","Farmer",29.6,52.2,1,1,FALSE,"high"
"824",824,2014-03-22,12,6,"Camden",3,FALSE,40.97,"Rhonda","Farmer",29.2,49.6,0,0,FALSE,"medium"
"825",825,2014-03-22,12,6,"Camden",1,FALSE,11.99,"Maria","Farmer",45.4,26.7,0,0,FALSE,NA
"826",826,2014-03-22,12,6,"Westminster",3,FALSE,39.97,"Rhonda","Carpenter",24.3,55.5,0,0,FALSE,NA
"827",827,2014-03-22,12,6,"Camden",4,TRUE,52.164,"Maria","Farmer",24.9,50.5,0,0,FALSE,"high"
"828",828,2014-03-22,12,6,"Camden",4,TRUE,46.764,"Maria","Taylor",25.3,50.2,0,0,TRUE,"high"
"829",829,2014-03-22,12,6,"Brent",5,TRUE,58.455,"Rhonda","Butcher",18.4,56.5,0,0,FALSE,"high"
"830",830,2014-03-22,12,6,"Westminster",3,FALSE,41.97,"Maria","Taylor",55.1,25,0,0,FALSE,"medium"
"831",831,2014-03-22,12,6,"Brent",3,FALSE,42.97,"Rhonda","Butcher",34.2,45.5,0,0,FALSE,"medium"
"832",832,2014-03-22,12,6,"Westminster",6,TRUE,78.246,"Maria","Butcher",44.7,44,0,0,FALSE,"high"
"833",833,2014-03-22,12,6,"Brent",4,TRUE,46.764,"Maria","Butcher",19.6,51.5,0,0,FALSE,"high"
"834",834,2014-03-22,12,6,"Camden",6,TRUE,80.046,"Rhonda","Taylor",52.1,37.3,0,0,FALSE,"low"
"835",835,2014-03-22,12,6,"Camden",4,TRUE,50.364,"Rhonda","Carpenter",27.4,50.3,0,0,FALSE,"medium"
"836",836,2014-03-22,12,6,"Westminster",6,TRUE,80.046,"Rhonda","Carpenter",42.9,NA,0,0,FALSE,"low"
"837",837,2014-03-22,12,6,"Westminster",2,FALSE,51.71,"Maria","Carpenter",24.6,51.1,1,1,FALSE,"high"
"838",838,2014-03-22,12,6,"Camden",2,FALSE,26.98,"Maria","Taylor",62.7,23.2,0,0,FALSE,"medium"
"839",839,2014-03-22,12,6,"Westminster",NA,NA,NA,"Rhonda","Butcher",23.2,54.5,NA,NA,FALSE,"medium"
"840",840,2014-03-22,12,6,"Westminster",2,FALSE,27.98,"Maria","Butcher",40.2,36.4,0,0,FALSE,"high"
"841",841,2014-03-22,12,6,"Brent",1,FALSE,11.99,"Rhonda","Butcher",20.1,49.2,0,0,FALSE,NA
"842",842,2014-03-22,12,6,"Camden",2,FALSE,55.14,"Rhonda","Farmer",18.1,51,1,1,FALSE,"medium"
"843",843,2014-03-22,12,6,"Camden",2,FALSE,25.98,"Maria","Taylor",26.7,48.5,0,0,TRUE,"high"
"844",844,2014-03-22,12,6,"Westminster",4,TRUE,50.364,"Maria","Farmer",19.4,52.5,0,0,FALSE,"high"
"845",845,2014-03-22,12,6,"Brent",6,TRUE,82.746,"Rhonda","Butcher",14.4,52.7,0,0,FALSE,"medium"
"846",846,2014-03-23,12,7,"Camden",4,TRUE,51.264,"Allanah","Taylor",19.1,56.4,0,0,FALSE,"high"
"847",847,NA,NA,NA,"Brent",4,TRUE,48.564,"Rhonda","Butcher",10,56.6,0,0,FALSE,"high"
"848",848,2014-03-23,12,7,"Westminster",2,FALSE,26.98,"Allanah","Carpenter",33.2,NA,0,0,FALSE,NA
"849",849,2014-03-23,12,7,"Camden",4,TRUE,50.364,"Allanah","Taylor",23.1,54.6,0,0,FALSE,"high"
"850",850,NA,NA,NA,"Camden",1,FALSE,13.99,"Allanah","Taylor",24.9,33.2,0,0,FALSE,"low"
"851",851,2014-03-23,12,7,"Westminster",3,FALSE,38.97,"Rhonda","Taylor",31.6,47.8,0,0,FALSE,"medium"
"852",852,2014-03-23,12,7,"Brent",1,FALSE,10.99,"Rhonda","Butcher",12,54.6,0,0,FALSE,"medium"
"853",853,2014-03-23,12,7,"Westminster",7,TRUE,88.137,"Rhonda","Carpenter",22.7,55.6,0,0,FALSE,"medium"
"854",854,2014-03-23,12,7,"Brent",3,FALSE,60.18,"Rhonda","Butcher",8.8,57,1,1,FALSE,"high"
"855",855,NA,NA,NA,"Brent",2,FALSE,28.98,"Rhonda","Butcher",9.7,56.9,0,0,FALSE,"high"
"856",856,2014-03-23,12,7,"Westminster",1,FALSE,15.99,"Rhonda","Taylor",40.1,NA,0,0,FALSE,"low"
"857",857,2014-03-23,12,7,"Westminster",4,TRUE,44.964,"Allanah","Carpenter",36.1,45.6,0,0,FALSE,NA
"858",858,2014-03-23,12,7,"Camden",5,TRUE,61.155,"Allanah","Taylor",31.2,48.2,0,0,FALSE,NA
"859",859,2014-03-23,12,7,"Camden",3,FALSE,44.97,"Rhonda","Butcher",19.8,56.2,0,0,FALSE,"high"
"860",860,2014-03-23,12,7,"Brent",3,FALSE,35.97,"Rhonda","Butcher",10.8,57.2,0,0,FALSE,"high"
"861",861,2014-03-23,12,7,"Westminster",3,FALSE,38.97,"Rhonda","Butcher",25.1,54.8,0,0,FALSE,"medium"
"862",862,2014-03-23,12,7,"Westminster",1,FALSE,11.99,"Allanah","Hunter",25.1,35.1,0,0,FALSE,"medium"
"863",863,2014-03-23,12,7,"Brent",1,FALSE,51.82,"Allanah","Hunter",9,59.9,1,1,FALSE,NA
"864",864,2014-03-23,12,7,"Brent",5,TRUE,62.955,"Allanah","Butcher",10,37.6,0,0,FALSE,"medium"
"865",865,2014-03-23,12,7,"Westminster",4,TRUE,44.964,"Rhonda","Carpenter",32.9,NA,0,0,FALSE,"medium"
"866",866,2014-03-23,12,7,"Camden",4,TRUE,88.227,"Rhonda","Taylor",23.7,56.7,1,1,FALSE,"high"
"867",867,2014-03-23,12,7,"Brent",6,TRUE,74.646,"Rhonda","Butcher",9.8,57.7,0,0,FALSE,"high"
"868",868,2014-03-23,12,7,"Westminster",2,FALSE,27.98,"Allanah","Hunter",30.6,44.3,0,0,FALSE,"medium"
"869",869,2014-03-23,12,7,"Westminster",5,TRUE,53.955,"Allanah","Carpenter",14.3,55.4,0,0,FALSE,"high"
"870",870,2014-03-23,12,7,"Brent",1,FALSE,10.99,"Rhonda","Carpenter",9.5,52.7,0,0,TRUE,"low"
